imgPr_cal_t,reduce_right_lines_cal_t,reduce_left_lines_cal_t,left_right_cal_t,cl_cal_t,display_t,Lane_cl_t
"0.007683277130126953","smaller than MIN_SIZE_REDUCE","smaller than MIN_SIZE_REDUCE","0.0007565021514892578","0.00024127960205078125","no-display-screen","0.010670661926269531"
"0.009018421173095703","0.0","0.0","0.0019941329956054688","0.0","0.08526349067687988","0.1177675724029541"
"0.019162416458129883","0.0","0.0","0.002982616424560547","0.0","no-display-screen","0.05905413627624512"
"0.007977724075317383","0.0","smaller than MIN_SIZE_REDUCE","0.0010001659393310547","0.0","no-display-screen","0.009975910186767578"
"0.006875038146972656","0.0009963512420654297","0.0","0.002989053726196289","0.0","0.11555004119873047","0.1457204818725586"
"0.013954877853393555","0.0009970664978027344","0.0","0.001990079879760742","0.0","no-display-screen","0.05883479118347168"
"0.006464481353759766","0.0","smaller than MIN_SIZE_REDUCE","0.0","0.0","no-display-screen","0.009121179580688477"
"0.007487058639526367","0.0","0.0","0.001997709274291992","0.0","0.08012223243713379","0.10888290405273438"
"0.01596379280090332","0.0009927749633789062","0.0010004043579101562","0.007150411605834961","0.0004360675811767578","no-display-screen","0.06289124488830566"
"0.019065380096435547","0.0","smaller than MIN_SIZE_REDUCE","0.001992940902709961","0.001016378402709961","no-display-screen","0.03087019920349121"
"0.013484477996826172","0.0","0.0","0.000997304916381836","0.0","0.25750207901000977","0.28565049171447754"
"0.017836332321166992","0.0005564689636230469","0.0","0.005343914031982422","5.8650970458984375e-05","no-display-screen","0.2922186851501465"
