speed,speed_cal_t,position,target_position,angle,angle_cal_t,PID_cal_t
"30","0.0019996166229248047","5.573486561957334","5.91","0.02","0.01","0.004891633987426758"
"30","0.001993894577026367","5.5886135209969225","5.45","0.01","0.01","0.004018545150756836"
"30","0.002991199493408203","5.60375773171776","6.04","0.02","0.01","0.004986286163330078"
"30","0.0020503997802734375","5.618999715647313","5.67","0.01","0.01","0.005046367645263672"
"30","0.0019948482513427734","5.634250222597107","5.67","0.01","0.01","0.005022525787353516"
"30","0.0019943714141845703","5.649471460542344","5.63","0.01","0.01","0.00433659553527832"
"30","0.002317667007446289","5.6646684252300314","6.6","0.03","0.01","0.004221916198730469"
"30","0.0019969940185546875","5.680101880850405","5.5","0.01","0.01","0.004031181335449219"
"30","0.0009963512420654297","5.695599558347171","6.69","0.03","0.01","0.0019931793212890625"
"30","0.002983570098876953","5.711312806636218","5.46","0.0","0.01","0.005692481994628906"
"30","0.0021202564239501953","5.727008369443173","5.82","0.01","0.01","0.00511479377746582"
"30","0.0021016597747802734","5.742568019271278","5.58","0.01","0.01","0.005194187164306641"
"30","0.0029926300048828125","5.758055275812459","5.78","0.01","0.01","0.004987001419067383"
"30","0.0030062198638916016","5.77351702699685","6.47","0.03","0.01","0.0049746036529541016"
"30","0.00302886962890625","5.7892248458346325","5.3","-0.0","0.01","0.005340099334716797"
"30","0.0029909610748291016","5.80496504382348","5.31","-0.0","0.01","0.005983829498291016"
"30","0.0030221939086914062","5.820482838986246","5.9","0.01","0.01","0.005985736846923828"
"30","0.0019981861114501953","5.83591597844981","5.66","0.01","0.01","0.0049898624420166016"
"30","0.000997781753540039","5.851350306268977","5.78","0.01","0.01","0.0029916763305664062"
"30","0.0009946823120117188","5.866811302985053","5.3","-0.0","0.01","0.0030584335327148438"
"30","0.002001047134399414","5.882176162015339","7.25","0.04","0.01","0.003992557525634766"
"30","0.002988576889038086","5.897675370795143","5.3","-0.0","0.01","0.0057222843170166016"
"30","0.003010988235473633","5.913284084702711","5.47","-0.0","0.01","0.005007028579711914"
"30","0.002904176712036133","5.928796663186126","5.1","-0.01","0.01","0.005894660949707031"
"30","0.003009796142578125","5.9440400552661075","5.26","-0.01","0.01","0.005004167556762695"
"30","0.0009953975677490234","5.958994532168461","5.28","-0.01","0.01","0.0019927024841308594"
"30","0.002850055694580078","5.973706051052552","5.42","-0.0","0.01","0.004844188690185547"
"30","0.0009992122650146484","5.9883461124410555","5.28","-0.01","0.01","0.0030117034912109375"
"30","0.00099945068359375","6.002856423034239","5.38","-0.0","0.01","0.0029938220977783203"
"30","0.0009975433349609375","6.017328349627793","5.27","-0.01","0.01","0.0030202865600585938"
"30","0.0009989738464355469","6.0316741640854605","6.22","0.01","0.01","0.0029916763305664062"
"30","0.0029921531677246094","6.046102833425239","5.54","-0.0","0.01","0.005056619644165039"
"30","0.002332448959350586","6.060561306215242","5.38","-0.01","0.01","0.004987239837646484"
"30","0.003017902374267578","6.074873620293339","5.32","-0.01","0.01","0.005993843078613281"
"30","0.0038585662841796875","6.088991940676025","5.92","0.01","0.01","0.006827354431152344"
"30","0.0029854774475097656","6.103182032980607","4.98","-0.02","0.01","0.00497889518737793"
"30","0.001995086669921875","6.117252721031348","5.42","-0.01","0.01","0.0052149295806884766"
"30","0.0019974708557128906","6.131096344688244","5.04","-0.02","0.01","0.004986763000488281"
"30","0.0009362697601318359","6.1446526180879335","5.53","-0.0","0.01","0.00410151481628418"
"30","0.0029909610748291016","6.158181713233305","5.06","-0.02","0.01","0.004985332489013672"
"30","0.0033020973205566406","6.171545150720924","5.28","-0.01","0.01","0.00528717041015625"
"30","0.002991199493408203","6.184801983851276","5.11","-0.02","0.01","0.005983114242553711"
"30","0.0009968280792236328","6.197871854916866","5.01","-0.02","0.01","0.0019948482513427734"
"30","0.0015039443969726562","6.210731663392522","5.37","-0.01","0.01","0.003537893295288086"
"30","0.0032439231872558594","6.2235228894633305","6.01","0.0","0.01","0.006580352783203125"
"30","0.002991199493408203","6.236424518251865","5.49","-0.01","0.01","0.005984306335449219"
"30","0.000997304916381836","6.249344596766106","5.36","-0.01","0.01","0.003401041030883789"
"30","0.002540111541748047","6.262218883331735","6.07","0.01","0.01","0.004534006118774414"
"30","0.003036975860595703","6.275276733000417","5.0","-0.02","0.01","0.00994110107421875"
"30","0.0030045509338378906","6.288297451903617","5.42","-0.01","0.01","0.004997730255126953"
"30","0.0020143985748291016","6.301155706064322","6.26","0.01","0.01","0.005200862884521484"
"30","0.001512289047241211","6.3141523215399324","5.39","-0.01","0.01","0.003506183624267578"
"30","0.0017855167388916016","6.3271451556084015","5.36","-0.01","0.01","0.003803253173828125"
"30","0.002970457077026367","6.340054809017689","5.12","-0.02","0.01","0.013221979141235352"
"30","0.0025463104248046875","6.352754213695604","5.72","-0.01","0.01","0.005269765853881836"
"30","0.0009961128234863281","6.365351501185586","5.57","-0.01","0.01","0.002996206283569336"
"30","0.0019965171813964844","6.3779142242834705","6.46","0.01","0.01","0.005202531814575195"
"30","0.004852771759033203","6.39070636181683","5.43","-0.01","0.01","0.023467302322387695"
"30","0.0024423599243164062","6.403543185374941","6.42","0.01","0.01","0.00543522834777832"
"30","0.0009255409240722656","6.416563358676703","5.08","-0.02","0.01","0.002675771713256836"
"30","0.0020210742950439453","6.429526251261865","4.9","-0.03","0.01","0.00401616096496582"
"30","0.0009379386901855469","6.442063634158402","5.16","-0.02","0.01","0.002972841262817383"
"30","0.000995635986328125","6.4542981309782625","6.52","0.01","0.01","0.002536773681640625"
"30","0.001994609832763672","6.466633613790101","5.71","-0.01","0.01","0.0039882659912109375"
"30","0.0009965896606445312","6.47909909509052","4.97","-0.03","0.01","0.0030710697174072266"
"30","0.0010411739349365234","6.4913390154433595","4.97","-0.03","0.01","0.003025531768798828"
